date,queried_at,slug,skill_id,skill_id_source,found,http_status,display_name,category,created_at,updated_at,latest_version,claim_state,verified,owner_handle,downloads,installs,stars,comments,versions_count,in_search_index,search_checked,has_evaluation,eval_skill_id,eval_adaptability,eval_convention,eval_effectiveness,eval_reliability,eval_trust,eval_overall,error
2026-09-21,2026-09-21T21:42:01.716032+08:00,iteration-report-git,203311,doc,True,200,迭代周报生成器,office-efficiency,2026-09-16T10:37:42.527000Z,2026-09-21T13:18:29.405000Z,0.1.2,unclaimed,False,indiv-captain,18,0,0,0,1,True,True,True,203311,4.4,4.7,4.2,4.27,4.75,4.45,
2026-09-21,2026-09-21T21:42:06.420327+08:00,release-checklist-git,203312,doc,True,200,上线检查清单,dev-programming,2026-09-16T10:38:58.302000Z,2026-09-21T13:13:38.372000Z,0.1.0,unclaimed,False,indiv-captain,23,0,0,0,1,True,True,True,203312,4.6,4.12,4.58,4.27,5,4.45,
2026-09-21,2026-09-21T21:42:11.112681+08:00,incident-brief-sre,203313,doc,True,200,线上排查简报,it-ops-security,2026-09-16T10:40:14.046000Z,2026-09-21T13:15:27.346000Z,0.1.0,unclaimed,False,indiv-captain,19,0,0,0,1,True,True,True,203313,4.4,4.45,4.72,4.37,4.5,4.51,
2026-09-21,2026-09-21T21:42:15.917357+08:00,build-workbuddy-connector,203315,doc,True,200,连接器构建助手,dev-programming,2026-09-16T10:41:29.704000Z,2026-09-21T13:13:26.504000Z,0.1.0,unclaimed,False,indiv-captain,22,0,0,0,1,True,True,True,203315,4.8,4.53,4.38,4.17,4.9,4.5,
2026-09-21,2026-09-21T21:42:20.634847+08:00,dev-workflow-pro,203361,doc,True,200,研发全能助手,dev-programming,2026-09-16T11:32:37.399000Z,2026-09-21T06:49:40.279000Z,0.1.0,unclaimed,False,indiv-captain,81,0,0,0,1,True,True,True,203361,4.65,4.12,4.72,3.83,4.9,4.4,
2026-09-21,2026-09-21T21:42:25.287853+08:00,commit-message-cc,203362,doc,True,200,Git 提交信息生成器,dev-programming,2026-09-16T11:33:53.047000Z,2026-09-21T13:08:36.636000Z,0.1.0,unclaimed,False,indiv-captain,32,0,0,0,1,True,True,True,203362,4.65,4.35,4.58,4.17,5,4.5,
2026-09-21,2026-09-21T21:42:29.975759+08:00,changelog-keep,203363,doc,True,200,Changelog 生成器,dev-programming,2026-09-16T11:35:08.726000Z,2026-09-21T13:04:46.051000Z,0.1.0,unclaimed,False,indiv-captain,34,0,0,0,1,True,True,True,203363,4.4,4.2,4.45,4.17,5,4.39,
2026-09-21,2026-09-21T21:42:34.628253+08:00,dep-vuln-check-osv,203365,doc,True,200,依赖漏洞体检,it-ops-security,2026-09-16T11:36:24.459000Z,2026-09-21T13:13:39.401000Z,0.1.0,unclaimed,False,indiv-captain,22,0,0,0,1,True,True,True,203365,4.5,4.38,4.45,4.7,4.5,4.49,
2026-09-21,2026-09-21T21:42:39.339054+08:00,log-anomaly-3sigma,203366,doc,True,200,日志突变检测,it-ops-security,2026-09-16T11:37:40.189000Z,2026-09-21T13:13:35.953000Z,0.1.0,unclaimed,False,indiv-captain,23,0,0,0,1,True,True,True,203366,4.4,4.15,4.47,4.17,5,4.39,
2026-09-21,2026-09-21T21:42:43.911783+08:00,grill-me-zh,203367,doc,True,200,需求盘问官,dev-programming,2026-09-16T11:38:55.827000Z,2026-09-21T13:09:48.024000Z,0.1.0,unclaimed,False,indiv-captain,27,0,0,0,1,True,True,True,203367,4.9,4.38,4.45,4.03,5,4.48,
2026-09-21,2026-09-21T21:42:48.777199+08:00,diagnosing-bugs-zh,203368,doc,True,200,Bug 诊断法,dev-programming,2026-09-16T11:40:11.577000Z,2026-09-21T13:03:27.285000Z,0.1.1,unclaimed,False,indiv-captain,35,0,0,0,2,True,True,True,203368,3.9,4.25,4.97,4.5,5,4.55,
2026-09-21,2026-09-21T21:42:53.443238+08:00,merge-conflicts-zh,203369,doc,True,200,合并冲突解决,dev-programming,2026-09-16T11:41:27.194000Z,2026-09-21T13:10:23.527000Z,0.1.0,unclaimed,False,indiv-captain,25,0,0,0,1,True,True,True,203369,4.4,4.28,4.65,4.27,5,4.49,
2026-09-21,2026-09-21T21:42:58.504800+08:00,spec-and-tickets-zh,203370,doc,True,200,需求→Spec→任务拆解,business-ops,2026-09-16T11:42:43.632000Z,2026-09-21T13:13:45.144000Z,0.1.0,unclaimed,False,indiv-captain,24,0,0,0,1,True,True,True,203370,4.5,4.22,4.72,4.1,5,4.47,
2026-09-21,2026-09-21T21:43:03.532697+08:00,code-review-zh,203374,doc,True,200,代码评审（双轴）,dev-programming,2026-09-16T11:48:38.207000Z,2026-09-16T20:38:24.032000Z,0.1.0,unclaimed,False,indiv-captain,0,0,0,0,1,True,True,True,203374,4.4,4.53,4.53,4.03,5,4.47,
2026-09-21,2026-09-21T21:43:08.357500+08:00,tech-design-review,203376,doc,True,200,技术方案评审官,dev-programming,2026-09-16T11:49:53.875000Z,2026-09-21T13:00:26.408000Z,0.1.1,unclaimed,False,indiv-captain,37,0,0,0,2,True,True,True,203376,4.4,4.25,4.4,4.3,5,4.42,
2026-09-21,2026-09-21T21:43:13.046129+08:00,license-check-offline,203377,doc,True,200,开源协议合规检查,dev-programming,2026-09-16T11:51:09.633000Z,2026-09-21T13:13:44.485000Z,0.1.0,unclaimed,False,indiv-captain,23,0,0,0,1,True,True,True,203377,4.5,4.12,4.4,4.17,5,4.37,
2026-09-21,2026-09-21T21:43:17.846391+08:00,api-diff-test,203378,doc,True,200,接口差分测试,dev-programming,2026-09-16T11:52:25.273000Z,2026-09-21T13:09:47.077000Z,0.1.0,unclaimed,False,indiv-captain,28,0,0,0,1,True,True,True,203378,4.25,4.22,4.72,4.27,5,4.47,
2026-09-21,2026-09-21T21:43:22.605473+08:00,ci-config-review,203379,doc,True,200,CI 配置审查,it-ops-security,2026-09-16T11:53:40.934000Z,2026-09-21T13:13:37.118000Z,0.1.0,unclaimed,False,indiv-captain,21,0,0,0,1,True,True,True,203379,4.4,4.12,4.53,4.17,4.75,4.36,
2026-09-21,2026-09-21T21:43:27.523349+08:00,api-design-zh,203418,doc,True,200,API 与接口设计,dev-programming,2026-09-16T12:56:18.290000Z,2026-09-21T13:09:44.187000Z,0.1.1,unclaimed,False,indiv-captain,27,0,0,0,2,True,True,True,203418,4.25,4.45,4.53,4.6,4.5,4.48,
2026-09-21,2026-09-21T21:43:32.442723+08:00,code-simplification-zh,203420,doc,True,200,代码化简（行为不变）,dev-programming,2026-09-16T12:57:33.881000Z,2026-09-21T13:03:25.846000Z,0.1.1,unclaimed,False,indiv-captain,35,0,0,0,2,True,True,True,203420,4.65,4.38,4.53,3.67,5,4.39,
2026-09-21,2026-09-21T21:43:37.315813+08:00,deprecation-migration-zh,203421,doc,True,200,下线与迁移（扩展-收缩）,dev-programming,2026-09-16T12:58:49.524000Z,2026-09-21T13:09:42.478000Z,0.1.1,unclaimed,False,indiv-captain,27,0,0,0,2,True,True,True,203421,4.75,4.38,4.6,4.33,5,4.56,
2026-09-21,2026-09-21T21:43:42.024520+08:00,docs-and-adr-zh,203423,evaluation,True,200,文档与 ADR,knowledge-management,2026-09-16T13:00:05.117000Z,2026-09-21T13:13:47.304000Z,0.1.0,unclaimed,False,indiv-captain,23,0,0,0,1,True,True,True,203423,4.25,4.22,5,3.97,5,4.49,
2026-09-21,2026-09-21T21:43:46.821512+08:00,ci-cd-zh,204519,doc,True,200,CI/CD 与自动化门禁,it-ops-security,2026-09-17T09:50:12.741000Z,2026-09-21T13:13:25.798000Z,0.1.1,unclaimed,False,indiv-captain,21,0,0,0,2,True,True,True,204519,4.3,4.28,4.65,4.33,4.65,4.44,
2026-09-21,2026-09-21T21:43:51.907133+08:00,git-workflow-zh,204525,doc,True,200,Git 工作流与版本管理,dev-programming,2026-09-17T09:51:29.074000Z,2026-09-21T13:14:42.460000Z,0.1.0,unclaimed,False,indiv-captain,20,0,0,0,1,True,True,True,204525,4.4,4.15,4.6,3.83,5,4.35,
2026-09-21,2026-09-21T21:43:57.054052+08:00,incremental-implementation-zh,204526,doc,True,200,增量实现（薄切片）,dev-programming,2026-09-17T09:52:44.685000Z,2026-09-21T13:13:46.392000Z,0.1.1,unclaimed,False,indiv-captain,22,0,0,0,2,True,True,True,204526,4.4,4.4,4.72,4.37,5,4.56,
